file_path,actual_license_plate,valid
Data/images/train/Cars373.png,TN21BC6225,1
Data/images/train/Cars374.png,S7JDW,1
Data/images/train/Cars375.png,,0
Data/images/train/Cars376.png,B2228HM,1
Data/images/train/Cars377.png,BYHM136,1
Data/images/train/Cars378.png,,0
Data/images/train/Cars379.png,"MH14,GN,9239",0
Data/images/train/Cars38.png,OMGBCKY,1
Data/images/train/Cars380.png,W718AX,1
Data/images/train/Cars381.png,2089563,1
Data/images/train/Cars382.png,CRAIG,1
Data/images/train/Cars383.png,,0
Data/images/train/Cars384.png,DX103,1
Data/images/train/Cars385.png,EVO9FTW,1
Data/images/train/Cars386.png,AB44887,1
Data/images/train/Cars387.png,HR26AZ5927,1
Data/images/train/Cars388.png,,0
Data/images/train/Cars389.png,AB44887,1
Data/images/train/Cars39.png,MH15BD8877,1
Data/images/train/Cars390.png,"5H798,5H799",2
Data/images/train/Cars391.png,BKWL324,1
Data/images/train/Cars392.png,DZVG49,1
Data/images/train/Cars393.png,M771276,1
Data/images/train/Cars394.png,MH12MR0613,1
Data/images/train/Cars395.png,1CYAH8N,1
Data/images/train/Cars396.png,REAP3R,1
Data/images/train/Cars397.png,9214,1
Data/images/train/Cars398.png,MMN306,1
Data/images/train/Cars399.png,OX65AWD,1
Data/images/train/Cars4.png,PU18BES,1
Data/images/train/Cars40.png,"M17108,FV1232",2
Data/images/train/Cars400.png,889VSM,1
Data/images/train/Cars401.png,HR26BC5514,1
Data/images/train/Cars402.png,,0
Data/images/train/Cars403.png,"066RAF,067RAF",2
Data/images/train/Cars404.png,BMW,1
Data/images/train/Cars405.png,MH14EC3687,1
Data/images/train/Cars406.png,1268,1
Data/images/train/Cars407.png,,0
Data/images/train/Cars408.png,,0
Data/images/train/Cars409.png,RK977AF,1
Data/images/train/Cars41.png,YNTZDBG,1
Data/images/train/Cars410.png,EWWP00P,1
Data/images/train/Cars411.png,VIPER,1
Data/images/train/Cars412.png,LR33TEE,1
Data/images/train/Cars413.png,8544,1
Data/images/train/Cars414.png,DRUNK,1
Data/images/train/Cars415.png,MH12NE8922,1
Data/images/train/Cars416.png,172TMJ,1
Data/images/train/Cars417.png,BAD231,1
Data/images/train/Cars418.png,OX65AWD,1
Data/images/train/Cars419.png,"MH14,GN,9239",0
Data/images/train/Cars42.png,BYHM136,1
Data/images/train/Cars420.png,SKIPGAS,1
Data/images/train/Cars421.png,,0
Data/images/train/Cars422.png,MH20EE7596,1
Data/images/train/Cars423.png,P3RVP,1
Data/images/train/Cars424.png,KA03MG2784,1
Data/images/train/Cars425.png,G526JHD,1
Data/images/train/Cars426.png,CRAIG,1
Data/images/train/Cars427.png,01CC1A0001,1
Data/images/train/Cars428.png,DZ17YXR,1
Data/images/train/Cars429.png,KA1SER,1
Data/images/train/Cars43.png,MH20BQ20,1
Data/images/train/Cars430.png,BCG986,1
Data/images/train/Cars431.png,"KL,BOSS",0
Data/images/train/Cars432.png,DL49AK49,1
Data/images/train/Cars44.png,"DL3CBF3907, DL2CAG0786",2
Data/images/train/Cars45.png,IMGROOT,1
Data/images/train/Cars46.png,"MH14,GN,9239",2
Data/images/train/Cars47.png,"5H798,5H799",2
Data/images/train/Cars48.png,ALR486,1
Data/images/train/Cars49.png,30461C,1
Data/images/train/Cars5.png,,0
Data/images/train/Cars50.png,PU18BES,1
Data/images/train/Cars51.png,YESBOSS,1
Data/images/train/Cars52.png,MH15BD8877,1
Data/images/train/Cars53.png,CHI00SE,1
Data/images/train/Cars54.png,LTM378,1
Data/images/train/Cars55.png,9214,1
Data/images/train/Cars56.png,"KL, BOSS",0
Data/images/train/Cars57.png,BKWL324,1
Data/images/train/Cars58.png,MH01DB0001,1
Data/images/train/Cars59.png,MH46P1661,1
Data/images/train/Cars6.png,80211N,1
Data/images/train/Cars60.png,OS802HN,1
Data/images/train/Cars61.png,MMN306,1
Data/images/train/Cars62.png,WATTUP,1
Data/images/train/Cars63.png,"BIG, TEAM",2
Data/images/train/Cars64.png,TAXI,1
Data/images/train/Cars65.png,ORINNIE,1
Data/images/train/Cars66.png,9214,1
Data/images/train/Cars67.png,MH14BN7077,1
Data/images/train/Cars68.png,BJR2216,1
Data/images/train/Cars69.png,KWID,1
Data/images/train/Cars7.png,YSX213,1
Data/images/train/Cars70.png,A15G,1
Data/images/train/Cars71.png,LNI3GJZ,1
Data/images/train/Cars72.png,DL7CN5617,1
Data/images/train/Cars73.png,TN99F2378,1
Data/images/train/Cars74.png,CZ17KOD,1
Data/images/train/Cars75.png,,0
Data/images/train/Cars76.png,,0
Data/images/train/Cars77.png,HR26CU6799,1
Data/images/train/Cars78.png,KL54A2670,1
Data/images/train/Cars79.png,4GETOIL,1
Data/images/train/Cars8.png,G526JHD,1
Data/images/train/Cars80.png,BAD231,1
Data/images/train/Cars81.png,"ROY9, ROY9",2
Data/images/train/Cars82.png,UP16TC1366,1
Data/images/train/Cars83.png,A U 001,0
Data/images/train/Cars84.png,HR26BC5514,1
Data/images/train/Cars85.png,VU63GTY,1
Data/images/train/Cars86.png,MH14DX9937,1
Data/images/train/Cars87.png,"TSLAS1, 6TNB644",2
Data/images/train/Cars88.png,,0
Data/images/train/Cars89.png,,0
Data/images/train/Cars9.png,MHO1AV8866,1
Data/images/train/Cars90.png,,0
Data/images/train/Cars91.png,30461C,1
Data/images/train/Cars92.png,AD00008,1
Data/images/train/Cars93.png,,0
Data/images/train/Cars94.png,NBEYOND,1
Data/images/train/Cars95.png,AD00008,1
Data/images/train/Cars96.png,PGMN112,1
Data/images/train/Cars97.png,KA05MG1909,1
Data/images/train/Cars98.png,YWORRY,1
Data/images/train/Cars99.png,"KA09, MA, 2662",2
